weblink (doi, website)	Paper_name / source	City	Infra-urban territorial unit	Category	Sub-category	Year	Year (end)	Indicator	Value	Unit	Per capita / total	OBS
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1849		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1850		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1851		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1852		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1853		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1854		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1855		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1856		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1857		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1858		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1859		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1860		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1861		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1862		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1863		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1864		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1865		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1866		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1867		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1868		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1869		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1870		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1871		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1872		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1873		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1874		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1875		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1876		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1877		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1878		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1879		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1880		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1881		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1882		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1883		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1884		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1885		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1886		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1887		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1888		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1889		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1890		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1891		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1892		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1893		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1894		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1895		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1896		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1897		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1898		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1899		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1900		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1901		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1902		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1903		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1904		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1905		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1906		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1907		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1908		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1909		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1910		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1911		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1912		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1913		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1914		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1915		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1916		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1917		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1918		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1919		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
